FECHA_ADMINISTRACION,GRUPO_ETARIO,GENERO,VACUNA,TIPO_EFECTOR,DOSIS_1,DOSIS_2,ID_CARGA,DOSIS_3
20AUG2021:00:00:00,41 a 50,F,AstraZeneca,Privado,0,4,,0
20AUG2021:00:00:00,41 a 50,M,AstraZeneca,Privado,0,3,,0
20AUG2021:00:00:00,51 a 60,M,AstraZeneca,Privado,0,5,,0
20AUG2021:00:00:00,51 a 60,M,Sinopharm,Público,2,0,,0
20AUG2021:00:00:00,61 a 70,F,AstraZeneca,Privado,1,1,,0
20AUG2021:00:00:00,61 a 70,F,Sinopharm,Público,1,3,,0
20AUG2021:00:00:00,61 a 70,M,AstraZeneca,Privado,0,2,,0
20AUG2021:00:00:00,61 a 70,M,Sinopharm,Público,1,2,,0
20AUG2021:00:00:00,71 a 80,F,AstraZeneca,Privado,0,1,,0
20AUG2021:00:00:00,71 a 80,M,Sinopharm,Público,0,3,,0
20AUG2021:00:00:00,81 a 90,M,Sinopharm,Público,1,2,,0
20AUG2021:00:00:00,91 o mas,F,Sinopharm,Público,0,5,,0
20AUG2021:00:00:00,91 o mas,M,Sputnik,Público,1,0,,0
21AUG2021:00:00:00,81 a 90,F,Sinopharm,Público,0,1,,0
23AUG2021:00:00:00,30 o menos,F,AstraZeneca,Privado,0,1,,0
23AUG2021:00:00:00,30 o menos,F,AstraZeneca,Público,41,129,,0
23AUG2021:00:00:00,30 o menos,F,Moderna,Público,139,2,,0
23AUG2021:00:00:00,30 o menos,F,Sinopharm,Público,5088,1353,,0
23AUG2021:00:00:00,30 o menos,F,Sputnik,Público,202,1,,0
23AUG2021:00:00:00,30 o menos,M,AstraZeneca,Privado,0,2,,0
23AUG2021:00:00:00,30 o menos,M,AstraZeneca,Público,53,139,,0
23AUG2021:00:00:00,30 o menos,M,Moderna,Público,184,0,,0
23AUG2021:00:00:00,30 o menos,M,Sinopharm,Público,5520,1286,,0
23AUG2021:00:00:00,30 o menos,M,Sputnik,Público,185,0,,0
23AUG2021:00:00:00,31 a 40,F,AstraZeneca,Privado,0,1,,0
23AUG2021:00:00:00,31 a 40,F,AstraZeneca,Público,22,754,,0
23AUG2021:00:00:00,31 a 40,F,Sinopharm,Público,315,5111,,0
23AUG2021:00:00:00,31 a 40,F,Sputnik,Público,116,1,,0
23AUG2021:00:00:00,31 a 40,M,AstraZeneca,Privado,0,5,,0
23AUG2021:00:00:00,31 a 40,M,AstraZeneca,Público,28,1603,,0
23AUG2021:00:00:00,31 a 40,M,Moderna,Público,0,1,,0
23AUG2021:00:00:00,31 a 40,M,Sinopharm,Público,333,5643,,0
23AUG2021:00:00:00,31 a 40,M,Sputnik,Público,133,3,,0
23AUG2021:00:00:00,41 a 50,F,AstraZeneca,Privado,0,3,,0
23AUG2021:00:00:00,41 a 50,F,AstraZeneca,Público,8,72,,0
23AUG2021:00:00:00,41 a 50,F,Moderna,Público,1,1,,0
23AUG2021:00:00:00,41 a 50,F,Sinopharm,Público,264,928,,0
23AUG2021:00:00:00,41 a 50,F,Sputnik,Público,71,1,,0
23AUG2021:00:00:00,41 a 50,M,AstraZeneca,Privado,0,5,,0
23AUG2021:00:00:00,41 a 50,M,AstraZeneca,Público,17,157,,0
23AUG2021:00:00:00,41 a 50,M,Sinopharm,Público,188,888,,0
23AUG2021:00:00:00,41 a 50,M,Sputnik,Público,71,1,,0
23AUG2021:00:00:00,51 a 60,F,AstraZeneca,Público,9,126,,0
23AUG2021:00:00:00,51 a 60,F,Moderna,Público,0,5,,0
23AUG2021:00:00:00,51 a 60,F,Sinopharm,Público,154,404,,0
23AUG2021:00:00:00,51 a 60,F,Sputnik,Público,24,0,,0
23AUG2021:00:00:00,51 a 60,M,AstraZeneca,Público,4,144,,0
23AUG2021:00:00:00,51 a 60,M,Moderna,Público,0,3,,0
23AUG2021:00:00:00,51 a 60,M,Sinopharm,Público,126,373,,0
23AUG2021:00:00:00,51 a 60,M,Sputnik,Público,25,0,,0
23AUG2021:00:00:00,61 a 70,F,AstraZeneca,Público,0,13,,0
23AUG2021:00:00:00,61 a 70,F,Moderna,Público,0,8,,0
23AUG2021:00:00:00,61 a 70,F,Sinopharm,Público,68,157,,0
23AUG2021:00:00:00,61 a 70,F,Sputnik,Público,4,1,,0
23AUG2021:00:00:00,61 a 70,M,AstraZeneca,Público,1,11,,0
23AUG2021:00:00:00,61 a 70,M,Moderna,Público,0,6,,0
23AUG2021:00:00:00,61 a 70,M,Sinopharm,Público,50,135,,0
23AUG2021:00:00:00,61 a 70,M,Sputnik,Público,3,2,,0
23AUG2021:00:00:00,71 a 80,F,AstraZeneca,Público,0,6,,0
23AUG2021:00:00:00,71 a 80,F,Moderna,Público,0,3,,0
23AUG2021:00:00:00,71 a 80,F,Sinopharm,Público,24,66,,0
23AUG2021:00:00:00,71 a 80,F,Sputnik,Público,1,0,,0
23AUG2021:00:00:00,71 a 80,M,AstraZeneca,Público,1,5,,0
23AUG2021:00:00:00,71 a 80,M,Sinopharm,Público,13,22,,0
23AUG2021:00:00:00,71 a 80,M,Sputnik,Público,3,2,,0
23AUG2021:00:00:00,81 a 90,F,AstraZeneca,Público,0,1,,0
23AUG2021:00:00:00,81 a 90,F,Sinopharm,Público,13,24,,0
23AUG2021:00:00:00,81 a 90,M,AstraZeneca,Público,0,1,,0
23AUG2021:00:00:00,81 a 90,M,Moderna,Público,0,1,,0
23AUG2021:00:00:00,81 a 90,M,Sinopharm,Público,2,9,,0
23AUG2021:00:00:00,91 o mas,F,Sinopharm,Público,5,12,,0
23AUG2021:00:00:00,91 o mas,M,Sinopharm,Público,1,0,,0
04SEP2021:00:00:00,30 o menos,F,AstraZeneca,Público,13,36,,0
04SEP2021:00:00:00,30 o menos,F,Sinopharm,Público,3,3110,,0
04SEP2021:00:00:00,30 o menos,F,Sputnik,Público,160,0,,0
04SEP2021:00:00:00,30 o menos,M,AstraZeneca,Público,9,30,,0
04SEP2021:00:00:00,30 o menos,M,Sinopharm,Público,3,3086,,0
04SEP2021:00:00:00,30 o menos,M,Sputnik,Público,182,0,,0
04SEP2021:00:00:00,31 a 40,F,AstraZeneca,Público,13,1096,,0
04SEP2021:00:00:00,31 a 40,F,Sinopharm,Público,3,1995,,0
04SEP2021:00:00:00,31 a 40,F,Sputnik,Público,89,0,,0
04SEP2021:00:00:00,31 a 40,M,AstraZeneca,Público,10,1197,,0
04SEP2021:00:00:00,31 a 40,M,Sinopharm,Público,4,2139,,0
04SEP2021:00:00:00,31 a 40,M,Sputnik,Público,102,0,,0
04SEP2021:00:00:00,41 a 50,F,AstraZeneca,Público,4,4131,,0
04SEP2021:00:00:00,41 a 50,F,Sinopharm,Público,1,572,,0
23NOV2021:00:00:00,61 a 70,M,Sinopharm,Público,0,9,,0
23NOV2021:00:00:00,61 a 70,M,Sputnik,Público,0,18,,0
23NOV2021:00:00:00,71 a 80,F,AstraZeneca,Público,5,5,,355
23NOV2021:00:00:00,71 a 80,F,Sinopharm,Público,3,6,,1
23NOV2021:00:00:00,71 a 80,F,Sputnik,Público,1,4,,0
23NOV2021:00:00:00,71 a 80,M,AstraZeneca,Público,3,1,,214
23NOV2021:00:00:00,71 a 80,M,Sinopharm,Público,0,5,,0
23NOV2021:00:00:00,71 a 80,M,Sputnik,Público,0,9,,0
23NOV2021:00:00:00,81 a 90,F,AstraZeneca,Público,2,2,,3615
23NOV2021:00:00:00,81 a 90,F,Sinopharm,Público,2,2,,0
23NOV2021:00:00:00,81 a 90,F,Sputnik,Público,1,6,,0
23NOV2021:00:00:00,81 a 90,M,AstraZeneca,Público,0,1,,2152
23NOV2021:00:00:00,81 a 90,M,Sinopharm,Público,0,2,,0
23NOV2021:00:00:00,81 a 90,M,Sputnik,Público,0,3,,0
23NOV2021:00:00:00,81 a 90,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,1,0,,0
23NOV2021:00:00:00,91 o mas,F,AstraZeneca,Público,4,0,,616
23NOV2021:00:00:00,91 o mas,F,Sinopharm,Público,1,1,,0
23NOV2021:00:00:00,91 o mas,M,AstraZeneca,Público,1,0,,263
23NOV2021:00:00:00,91 o mas,M,Sinopharm,Público,0,1,,0
01MAY2021:00:00:00,41 a 50,F,AstraZeneca,Público,2,1,,0
27JUL2021:00:00:00,61 a 70,F,Sputnik,Público nacional,0,1,,0
04DEC2021:00:00:00,30 o menos,F,AstraZeneca,Público,38,64,,32
04DEC2021:00:00:00,30 o menos,F,Sinopharm,Público,164,1264,,0
14DEC2021:00:00:00,30 o menos,F,Sputnik,Público,6,173,,1
14DEC2021:00:00:00,30 o menos,F,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Privado,0,0,,1
15SEP2021:00:00:00,31 a 40,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,1,,0
29SEP2021:00:00:00,61 a 70,M,Moderna,Público,0,1,,0
04OCT2021:00:00:00,30 o menos,M,Sinopharm,Privado,0,1,,0
13OCT2021:00:00:00,30 o menos,F,Sputnik,Privado,0,1,,0
08NOV2021:00:00:00,30 o menos,M,Sinopharm,Público nacional,1,0,,0
24NOV2021:00:00:00,31 a 40,M,AstraZeneca,Público nacional,0,0,,1
24NOV2021:00:00:00,91 o mas,F,AstraZeneca,Público nacional,0,0,,1
25NOV2021:00:00:00,30 o menos,F,AstraZeneca,Público,22,40,,382
25NOV2021:00:00:00,30 o menos,F,Moderna,Público,0,1,,1
25NOV2021:00:00:00,30 o menos,F,Sinopharm,Público,245,504,,2
25NOV2021:00:00:00,30 o menos,F,Sputnik,Público,0,216,,0
25NOV2021:00:00:00,30 o menos,F,"vacuna Coronavirus (CANSINO), vial x 1 dosis",Público,1,0,,0
25NOV2021:00:00:00,30 o menos,F,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,258,516,,0
25NOV2021:00:00:00,30 o menos,M,AstraZeneca,Público,30,38,,197
25NOV2021:00:00:00,30 o menos,M,Moderna,Público,0,1,,0
25NOV2021:00:00:00,30 o menos,M,Sinopharm,Público,258,496,,0
25NOV2021:00:00:00,30 o menos,M,Sputnik,Público,0,265,,1
25NOV2021:00:00:00,30 o menos,M,"vacuna Coronavirus (CANSINO), vial x 1 dosis",Público,1,0,,0
25NOV2021:00:00:00,30 o menos,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,294,541,,0
25NOV2021:00:00:00,31 a 40,F,AstraZeneca,Público,19,27,,856
25NOV2021:00:00:00,31 a 40,F,Moderna,Público,0,0,,4
25NOV2021:00:00:00,31 a 40,F,Sinopharm,Público,12,15,,1
25NOV2021:00:00:00,31 a 40,F,Sputnik,Público,0,202,,0
25NOV2021:00:00:00,31 a 40,F,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,1,,2
25NOV2021:00:00:00,31 a 40,M,AstraZeneca,Público,19,24,,476
25NOV2021:00:00:00,31 a 40,M,Sinopharm,Público,20,11,,0
25NOV2021:00:00:00,31 a 40,M,Sputnik,Público,1,273,,0
25NOV2021:00:00:00,31 a 40,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,2,,0
25NOV2021:00:00:00,41 a 50,F,AstraZeneca,Público,39,11,,902
25NOV2021:00:00:00,41 a 50,F,Moderna,Público,0,0,,10
25NOV2021:00:00:00,41 a 50,F,Sinopharm,Público,37,16,,0
25NOV2021:00:00:00,41 a 50,F,Sputnik,Público,0,80,,1
25NOV2021:00:00:00,41 a 50,F,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,2,,1
25NOV2021:00:00:00,41 a 50,M,AstraZeneca,Público,24,13,,485
25NOV2021:00:00:00,41 a 50,M,Moderna,Público,0,0,,3
25NOV2021:00:00:00,41 a 50,M,Sinopharm,Público,33,9,,0
25NOV2021:00:00:00,41 a 50,M,Sputnik,Público,0,71,,0
25NOV2021:00:00:00,41 a 50,M,"vacuna Coronavirus (CANSINO), vial x 1 dosis",Público,1,0,,0
25NOV2021:00:00:00,51 a 60,F,AstraZeneca,Público,11,10,,993
25NOV2021:00:00:00,51 a 60,F,Moderna,Público,0,0,,8
25NOV2021:00:00:00,51 a 60,F,Sinopharm,Público,13,7,,8
25NOV2021:00:00:00,51 a 60,F,Sputnik,Público,0,42,,1
25NOV2021:00:00:00,51 a 60,F,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,0,,1
25NOV2021:00:00:00,51 a 60,M,AstraZeneca,Público,8,8,,606
25NOV2021:00:00:00,51 a 60,M,Moderna,Público,1,0,,0
25NOV2021:00:00:00,51 a 60,M,Sinopharm,Público,11,7,,0
25NOV2021:00:00:00,51 a 60,M,Sputnik,Público,0,27,,0
25NOV2021:00:00:00,61 a 70,F,AstraZeneca,Público,9,6,,535
25NOV2021:00:00:00,61 a 70,F,Moderna,Público,0,0,,3
25NOV2021:00:00:00,61 a 70,F,Sinopharm,Público,8,3,,1
25NOV2021:00:00:00,61 a 70,F,Sputnik,Público,0,25,,0
25NOV2021:00:00:00,61 a 70,F,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,0,,2
25NOV2021:00:00:00,61 a 70,M,AstraZeneca,Público,4,6,,384
25NOV2021:00:00:00,61 a 70,M,Moderna,Público,0,1,,2
25NOV2021:00:00:00,61 a 70,M,Sinopharm,Público,6,1,,0
25NOV2021:00:00:00,61 a 70,M,Sputnik,Público,0,19,,1
25NOV2021:00:00:00,61 a 70,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,1,,1
25NOV2021:00:00:00,71 a 80,F,AstraZeneca,Público,6,2,,1168
25NOV2021:00:00:00,71 a 80,F,Moderna,Público,1,0,,2
25NOV2021:00:00:00,71 a 80,F,Sinopharm,Público,2,5,,7
25NOV2021:00:00:00,71 a 80,F,Sputnik,Público,0,8,,1
25NOV2021:00:00:00,71 a 80,F,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,0,,1
25NOV2021:00:00:00,71 a 80,M,AstraZeneca,Público,4,0,,665
25NOV2021:00:00:00,71 a 80,M,Moderna,Público,0,0,,4
25NOV2021:00:00:00,71 a 80,M,Sinopharm,Público,2,1,,2
25NOV2021:00:00:00,71 a 80,M,Sputnik,Público,0,8,,0
25NOV2021:00:00:00,81 a 90,F,AstraZeneca,Público,4,8,,7423
25NOV2021:00:00:00,81 a 90,F,Moderna,Público,2,0,,0
25NOV2021:00:00:00,81 a 90,F,Sinopharm,Público,2,2,,8
25NOV2021:00:00:00,81 a 90,F,Sputnik,Público,0,10,,0
25NOV2021:00:00:00,81 a 90,F,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,1,,0
25NOV2021:00:00:00,81 a 90,M,AstraZeneca,Público,1,3,,4083
25NOV2021:00:00:00,81 a 90,M,Moderna,Público,0,0,,1
25NOV2021:00:00:00,81 a 90,M,Sinopharm,Público,1,2,,0
25NOV2021:00:00:00,81 a 90,M,Sputnik,Público,0,2,,0
05MAR2021:00:00:00,91 o mas,M,Sputnik,Público,1,0,,0
16AUG2021:00:00:00,30 o menos,F,AstraZeneca,Público,5,116,,0
16AUG2021:00:00:00,30 o menos,F,Moderna,Público,0,3,,0
16AUG2021:00:00:00,30 o menos,F,Sputnik,Público,1453,17,,0
16AUG2021:00:00:00,30 o menos,M,AstraZeneca,Público,4,86,,0
16AUG2021:00:00:00,30 o menos,M,Sputnik,Público,1337,5,,0
16AUG2021:00:00:00,31 a 40,F,AstraZeneca,Público,4,144,,0
16AUG2021:00:00:00,31 a 40,F,Moderna,Público,0,2,,0
16AUG2021:00:00:00,31 a 40,F,Sputnik,Público,1085,28,,0
16AUG2021:00:00:00,31 a 40,M,AstraZeneca,Público,3,107,,0
16AUG2021:00:00:00,31 a 40,M,Sputnik,Público,1020,15,,0
16AUG2021:00:00:00,41 a 50,F,AstraZeneca,Público,1,759,,0
16AUG2021:00:00:00,41 a 50,F,Sputnik,Público,2129,56,,0
16AUG2021:00:00:00,41 a 50,M,AstraZeneca,Público,1,448,,0
16AUG2021:00:00:00,41 a 50,M,Sputnik,Público,2049,25,,0
16AUG2021:00:00:00,51 a 60,F,AstraZeneca,Público,0,742,,0
16AUG2021:00:00:00,51 a 60,F,Moderna,Público,0,2,,0
16AUG2021:00:00:00,51 a 60,F,Sputnik,Público,1500,131,,0
16AUG2021:00:00:00,51 a 60,M,AstraZeneca,Público,0,357,,0
16AUG2021:00:00:00,51 a 60,M,Sputnik,Público,1465,98,,0
16AUG2021:00:00:00,61 a 70,F,AstraZeneca,Público,1,80,,0
16AUG2021:00:00:00,61 a 70,F,Moderna,Público,0,10,,0
16AUG2021:00:00:00,61 a 70,F,Sinopharm,Público,0,1,,0
16AUG2021:00:00:00,61 a 70,F,Sputnik,Público,593,736,,1
16AUG2021:00:00:00,61 a 70,M,AstraZeneca,Público,0,26,,0
16AUG2021:00:00:00,61 a 70,M,Moderna,Público,0,4,,0
16AUG2021:00:00:00,61 a 70,M,Sinopharm,Público,1,0,,0
16AUG2021:00:00:00,61 a 70,M,Sputnik,Público,485,591,,0
16AUG2021:00:00:00,71 a 80,F,AstraZeneca,Público,0,33,,0
16AUG2021:00:00:00,71 a 80,F,Moderna,Público,0,15,,0
16AUG2021:00:00:00,71 a 80,F,Sinopharm,Público,2,0,,0
16AUG2021:00:00:00,71 a 80,F,Sputnik,Público,256,1621,,0
16AUG2021:00:00:00,71 a 80,M,AstraZeneca,Público,0,8,,0
16AUG2021:00:00:00,71 a 80,M,Moderna,Público,0,6,,0
16AUG2021:00:00:00,71 a 80,M,Sinopharm,Público,0,1,,0
16AUG2021:00:00:00,71 a 80,M,Sputnik,Público,123,1017,,0
16AUG2021:00:00:00,81 a 90,F,AstraZeneca,Público,0,5,,0
16AUG2021:00:00:00,81 a 90,F,Sinopharm,Público,4,0,,0
16AUG2021:00:00:00,81 a 90,F,Sputnik,Público,138,193,,0
16AUG2021:00:00:00,81 a 90,M,AstraZeneca,Público,0,1,,0
16AUG2021:00:00:00,81 a 90,M,Sinopharm,Público,1,0,,0
16AUG2021:00:00:00,81 a 90,M,Sputnik,Público,44,85,,0
16AUG2021:00:00:00,91 o mas,F,AstraZeneca,Público,0,3,,0
16AUG2021:00:00:00,91 o mas,F,Moderna,Público,0,6,,0
16AUG2021:00:00:00,91 o mas,F,Sinopharm,Público,1,2,,0
16AUG2021:00:00:00,91 o mas,F,Sputnik,Público,30,52,,0
16AUG2021:00:00:00,91 o mas,M,Sinopharm,Público,1,0,,0
16AUG2021:00:00:00,91 o mas,M,Sputnik,Público,10,15,,0
04SEP2021:00:00:00,41 a 50,F,Sputnik,Público,69,0,,0
04SEP2021:00:00:00,41 a 50,M,AstraZeneca,Público,11,4047,,0
04SEP2021:00:00:00,41 a 50,M,Sinopharm,Público,2,605,,0
04SEP2021:00:00:00,41 a 50,M,Sputnik,Público,79,0,,0
04SEP2021:00:00:00,51 a 60,F,AstraZeneca,Público,11,275,,0
04SEP2021:00:00:00,51 a 60,F,Sinopharm,Público,2,216,,0
04SEP2021:00:00:00,51 a 60,F,Sputnik,Público,36,0,,0
04SEP2021:00:00:00,51 a 60,M,AstraZeneca,Público,6,273,,0
04SEP2021:00:00:00,51 a 60,M,Sinopharm,Público,0,230,,0
04SEP2021:00:00:00,51 a 60,M,Sputnik,Público,26,1,,0
04SEP2021:00:00:00,61 a 70,F,AstraZeneca,Público,5,71,,0
04SEP2021:00:00:00,61 a 70,F,Sinopharm,Público,1,65,,0
04SEP2021:00:00:00,61 a 70,F,Sputnik,Público,25,0,,0
04SEP2021:00:00:00,61 a 70,M,AstraZeneca,Público,3,55,,0
04SEP2021:00:00:00,61 a 70,M,Sinopharm,Público,2,44,,0
04SEP2021:00:00:00,61 a 70,M,Sputnik,Público,12,0,,0
04SEP2021:00:00:00,71 a 80,F,AstraZeneca,Público,2,26,,0
04SEP2021:00:00:00,71 a 80,F,Sinopharm,Público,0,35,,0
04SEP2021:00:00:00,71 a 80,F,Sputnik,Público,10,0,,0
04SEP2021:00:00:00,71 a 80,M,AstraZeneca,Público,3,16,,0
04SEP2021:00:00:00,71 a 80,M,Sinopharm,Público,0,15,,0
04SEP2021:00:00:00,71 a 80,M,Sputnik,Público,6,0,,0
04SEP2021:00:00:00,81 a 90,F,AstraZeneca,Público,0,15,,0
04SEP2021:00:00:00,81 a 90,F,Sinopharm,Público,1,15,,0
04SEP2021:00:00:00,81 a 90,F,Sputnik,Público,2,0,,0
04SEP2021:00:00:00,81 a 90,M,AstraZeneca,Público,0,2,,0
04SEP2021:00:00:00,81 a 90,M,Sinopharm,Público,0,2,,0
04SEP2021:00:00:00,81 a 90,M,Sputnik,Público,2,0,,0
04SEP2021:00:00:00,91 o mas,F,AstraZeneca,Público,0,3,,0
04SEP2021:00:00:00,91 o mas,F,Sputnik,Público,1,0,,0
04SEP2021:00:00:00,91 o mas,M,Sputnik,Público,1,0,,0
29MAY2021:00:00:00,31 a 40,F,AstraZeneca,Privado,0,1,,0
14JUN2021:00:00:00,61 a 70,M,Sputnik,Privado,0,1,,0
04JUL2021:00:00:00,51 a 60,F,AstraZeneca,Privado,0,3,,0
04JUL2021:00:00:00,71 a 80,M,AstraZeneca,Privado,0,1,,0
04JUL2021:00:00:00,91 o mas,M,AstraZeneca,Privado,0,1,,0
11JUL2021:00:00:00,51 a 60,F,Sinopharm,Público,1,0,,0
13JUL2021:00:00:00,30 o menos,M,Sputnik,Público nacional,0,1,,0
16JUL2021:00:00:00,41 a 50,M,Sinopharm,Privado,0,3,,0
19JUL2021:00:00:00,30 o menos,F,AstraZeneca,Público nacional,1,0,,0
02AUG2021:00:00:00,31 a 40,F,Sinopharm,Privado,0,1,,0
22AUG2021:00:00:00,31 a 40,M,Sinopharm,Privado,0,1,,0
24AUG2021:00:00:00,51 a 60,M,Sputnik,Público nacional,0,1,,0
01SEP2021:00:00:00,30 o menos,F,Moderna,Privado,0,1,,0
02SEP2021:00:00:00,31 a 40,M,Sinopharm,Privado,0,1,,0
03SEP2021:00:00:00,30 o menos,F,Sinopharm,Privado,0,1,,0
28AUG2021:00:00:00,41 a 50,M,Moderna,Público,0,2,,0
11SEP2021:00:00:00,30 o menos,F,AstraZeneca,Público,0,202,,0
11SEP2021:00:00:00,30 o menos,F,Moderna,Público,345,0,,0
11SEP2021:00:00:00,30 o menos,F,Sinopharm,Público,1,124,,0
11SEP2021:00:00:00,30 o menos,F,Sputnik,Público,1,14,,0
11SEP2021:00:00:00,30 o menos,M,AstraZeneca,Público,2,107,,0
11SEP2021:00:00:00,30 o menos,M,Moderna,Público,461,0,,0
11SEP2021:00:00:00,30 o menos,M,Sinopharm,Público,1,113,,0
11SEP2021:00:00:00,30 o menos,M,Sputnik,Público,0,7,,0
11SEP2021:00:00:00,31 a 40,F,AstraZeneca,Público,1,1353,,0
11SEP2021:00:00:00,31 a 40,F,Sinopharm,Público,1,34,,0
11SEP2021:00:00:00,31 a 40,F,Sputnik,Público,0,10,,0
11SEP2021:00:00:00,31 a 40,M,AstraZeneca,Público,2,1624,,0
11SEP2021:00:00:00,31 a 40,M,Sinopharm,Público,0,22,,0
11SEP2021:00:00:00,31 a 40,M,Sputnik,Público,0,11,,0
11SEP2021:00:00:00,41 a 50,F,AstraZeneca,Público,2,260,,0
11SEP2021:00:00:00,41 a 50,F,Sinopharm,Público,0,17,,0
11SEP2021:00:00:00,41 a 50,F,Sputnik,Público,0,21,,0
11SEP2021:00:00:00,41 a 50,M,AstraZeneca,Público,0,232,,0
11SEP2021:00:00:00,41 a 50,M,Sinopharm,Público,0,16,,0
11SEP2021:00:00:00,41 a 50,M,Sputnik,Público,0,13,,0
11SEP2021:00:00:00,51 a 60,F,AstraZeneca,Público,0,205,,0
11SEP2021:00:00:00,51 a 60,F,Sinopharm,Público,0,12,,0
11SEP2021:00:00:00,51 a 60,F,Sputnik,Público,0,543,,0
11SEP2021:00:00:00,51 a 60,M,AstraZeneca,Público,0,167,,0
11SEP2021:00:00:00,51 a 60,M,Sinopharm,Público,0,6,,0
11SEP2021:00:00:00,51 a 60,M,Sputnik,Público,0,522,,0
11SEP2021:00:00:00,61 a 70,F,AstraZeneca,Público,1,23,,0
11SEP2021:00:00:00,61 a 70,F,Sinopharm,Público,0,3,,0
11SEP2021:00:00:00,61 a 70,F,Sputnik,Público,0,53,,0
11SEP2021:00:00:00,61 a 70,M,AstraZeneca,Público,1,27,,0
11SEP2021:00:00:00,61 a 70,M,Sinopharm,Público,0,2,,0
11SEP2021:00:00:00,61 a 70,M,Sputnik,Público,0,44,,0
11SEP2021:00:00:00,71 a 80,F,AstraZeneca,Público,0,7,,0
11SEP2021:00:00:00,71 a 80,F,Sinopharm,Público,0,2,,0
11SEP2021:00:00:00,71 a 80,F,Sputnik,Público,0,23,,0
11SEP2021:00:00:00,71 a 80,M,AstraZeneca,Público,0,5,,0
11SEP2021:00:00:00,71 a 80,M,Sinopharm,Público,0,1,,0
11SEP2021:00:00:00,71 a 80,M,Sputnik,Público,0,21,,0
11SEP2021:00:00:00,81 a 90,F,AstraZeneca,Público,0,1,,0
11SEP2021:00:00:00,81 a 90,F,Sinopharm,Público,0,2,,0
11SEP2021:00:00:00,81 a 90,F,Sputnik,Público,0,12,,0
11SEP2021:00:00:00,81 a 90,M,AstraZeneca,Público,0,1,,0
11SEP2021:00:00:00,81 a 90,M,Sputnik,Público,0,1,,0
11SEP2021:00:00:00,91 o mas,F,AstraZeneca,Público,0,1,,0
11SEP2021:00:00:00,91 o mas,F,Sputnik,Público,0,2,,0
04DEC2021:00:00:00,91 o mas,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,0,,17
31MAY2021:00:00:00,71 a 80,F,Sinopharm,Público,0,1,,0
22AUG2021:00:00:00,41 a 50,M,AstraZeneca,Público,0,7,,0
28AUG2021:00:00:00,61 a 70,M,Moderna,Público,0,1,,0
08OCT2021:00:00:00,30 o menos,F,Sinopharm,Público,2,1,,0
29OCT2021:00:00:00,51 a 60,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,1,0,,0
10NOV2021:00:00:00,30 o menos,F,"vacuna Coronavirus (CANSINO), vial x 1 dosis",Público,2,0,,0
07DEC2021:00:00:00,30 o menos,F,AstraZeneca,Público nacional,1,0,,0
07DEC2021:00:00:00,30 o menos,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público nacional,0,0,,2
07DEC2021:00:00:00,31 a 40,F,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público nacional,0,0,,1
07DEC2021:00:00:00,41 a 50,F,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público nacional,0,0,,3
07DEC2021:00:00:00,41 a 50,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público nacional,0,0,,2
07DEC2021:00:00:00,51 a 60,F,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público nacional,0,0,,1
07DEC2021:00:00:00,51 a 60,M,AstraZeneca,Público nacional,1,0,,0
